degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
23.0,0.019343986543313707,230.0,9.0,38.78260869565217,49.47283534095219,0.002190175423333813,0.3389820484174199,433.76666666666307,0.0001029557518796741,4.0,5.0,1.0,2.0,2.0,1.0,176.0,11.0,46.0,0.6047430830039525,0.20381391181928712,0.0011685572261796047,4.52075490133776e-05,153.0,15.0,-0.7443612598238343,1.0
24.0,0.02018502943650126,230.0,9.0,40.708333333333336,47.96394406797209,0.0023471135786680163,0.3407424860606725,436.6999999999964,0.00014674074066607423,5.0,8.0,8.0,9.0,7.0,6.0,182.0,11.0,50.0,0.572463768115942,0.1875,0.001249665407825197,4.608610771854018e-05,158.0,15.0,2.2129717249654006,1.0
9.0,0.007569386038687973,193.0,6.0,89.22222222222223,70.83592587848152,0.004550718171264186,0.3414320487673579,434.599999999996,8.419354086706977e-05,1.0,0.0,0.0,0.0,1.0,0.0,27.0,5.0,7.0,0.5,0.18900602409638553,0.00042431358545316213,0.0002940671948388379,18.0,7.0,-0.7429718258438085,1.0
29.0,0.024390243902439022,230.0,11.0,38.827586206896555,44.3240955451743,0.002664652390044341,0.3439177218073066,443.6999999999965,0.00034236716005015563,7.0,4.0,9.0,5.0,9.0,7.0,239.0,11.0,83.0,0.5172413793103449,0.18067030397505845,0.0015210776737288416,4.9224891826534674e-05,210.0,15.0,-0.5118164514997394,1.0
19.0,0.0159798149705635,199.0,2.0,84.26315789473684,66.6718926852855,0.009755192718891388,0.3537027423439027,453.1833333333286,0.00021552068340154106,2.0,2.0,2.0,1.0,3.0,2.0,91.0,9.0,18.0,0.42105263157894735,0.20859994880982852,0.0006780171929813905,0.0006318638147394027,72.0,14.0,-0.619347125541425,0.0
8.0,0.00672834314550042,42.0,6.0,13.625,10.919449390880477,0.00022518275185837343,0.2701311657562422,338.19999999999857,6.66755292491205e-06,2.0,5.0,3.0,1.0,2.0,5.0,28.0,7.0,3.0,0.7142857142857143,0.2656546489563567,0.0006886074336905496,2.5896148839648104e-06,20.0,7.0,-0.08806251178428136,2.0
113.0,0.09503784693019343,238.0,2.0,117.67256637168141,55.52236932249602,0.08604795142367101,0.42605103055061,568.4333333333319,0.002521196977943454,55.0,23.0,50.0,6.0,32.0,52.0,4032.0,56.0,2002.0,0.6193109987357776,0.35305535314378994,0.002766916496939731,0.005649167899567195,3919.0,64.0,-1.9536579172020248,0.0
14.0,0.011774600504625735,193.0,2.0,45.357142857142854,55.41867547890995,0.0029543561960405,0.3348492930780524,430.43333333332987,0.0001432618618316035,2.0,3.0,3.0,4.0,3.0,2.0,40.0,6.0,11.0,0.2857142857142857,0.09069893935273321,0.0006935015995430951,0.0001805225240297645,26.0,9.0,0.4983796776254855,2.0
3.0,0.0025231286795626574,205.0,36.0,131.66666666666666,70.77821384829907,0.0023005998196774817,0.33063086693345206,415.7166666666625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.3053691275167785,0.00019457773141762601,0.00015149206521670143,3.0,3.0,-0.4662753608313158,3.0
3.0,0.0025231286795626574,53.0,8.0,23.666666666666668,20.75786330258702,0.000125074399175334,0.2726883991425285,340.09999999999866,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.16071428571428573,0.0004169820835715096,1.8661642129793609e-06,3.0,3.0,-0.25499092236942744,2.0
38.0,0.031959629941127,224.0,1.0,79.10526315789474,63.73868918180668,0.01852419608049791,0.3651865976148086,476.8499999999952,0.005367201989066499,7.0,3.0,3.0,6.0,3.0,7.0,263.0,13.0,86.0,0.3200568990042674,0.19270197173268191,0.0013124313376866644,0.0012036311357576164,225.0,26.0,0.7597577713446558,1.0
9.0,0.007569386038687973,230.0,12.0,53.77777777777778,73.30268719915583,0.0012540402423904633,0.33733603447194827,426.266666666663,1.7234239892558429e-06,5.0,5.0,1.0,0.0,5.0,3.0,38.0,7.0,4.0,0.8055555555555556,0.12575210589651023,0.000612695684815515,3.937561172042729e-05,29.0,8.0,1.001935215777124,2.0
169.0,0.14213624894869636,238.0,1.0,97.57396449704142,57.239108441434844,0.10762490288589549,0.4439900213106357,605.4333333333335,0.008020514782727342,19.0,18.0,63.0,60.0,21.0,39.0,6115.0,56.0,7097.0,0.4188503803888419,0.2754078448227533,0.0042324936076045296,0.007027299294517072,5946.0,64.0,0.4183506285431452,0.0
1.0,0.0008410428931875525,53.0,53.0,53.0,0.0,9.223397616101988e-05,0.2725625332763192,339.09999999999866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00021806506954062712,1.5254493155034303e-06,0.0,1.0,0.9675327010693009,3.0
8.0,0.00672834314550042,230.0,4.0,49.375,69.86046360424471,0.0010233637394702162,0.33608806394032187,423.366666666663,1.487641643944763e-05,5.0,2.0,1.0,0.0,3.0,1.0,29.0,7.0,3.0,0.75,0.1103247293921732,0.0006433594650810216,3.357839192405521e-05,21.0,6.0,-0.3042728992204577,1.0
1.0,0.0008410428931875525,163.0,163.0,163.0,0.0,0.0009797799810460147,0.321889740170698,400.81666666666285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014967375482060683,6.38087599969662e-05,0.0,1.0,-1.047196968195574,3.0
29.0,0.024390243902439022,212.0,14.0,109.20689655172414,59.50623224987031,0.019989135321985874,0.36496089514409485,473.6833333333285,5.101681687974944e-05,0.0,3.0,3.0,0.0,1.0,4.0,258.0,16.0,47.0,0.5640394088669951,0.2979033024471371,0.0007796800044010092,0.001304076309274786,229.0,25.0,-2.050764491304758,1.0
22.0,0.018502943650126155,224.0,3.0,98.9090909090909,59.167642486035994,0.013770758495050576,0.35306829796301675,454.34999999999513,0.00011584081992997533,5.0,5.0,2.0,4.0,1.0,4.0,141.0,10.0,28.0,0.5151515151515151,0.27197173144876324,0.0006505837812716114,0.0009003906330594617,119.0,20.0,-1.6091555684649954,0.0
6.0,0.005046257359125315,208.0,14.0,122.16666666666667,63.831592665561956,0.004092966624453143,0.3446202091293525,438.34999999999593,1.0651422650883516e-05,1.0,1.0,0.0,0.0,2.0,0.0,13.0,4.0,4.0,0.4666666666666667,0.23331062670299726,0.0002764364786712871,0.00026717447922856147,7.0,6.0,-0.06259268814208294,2.0
1.0,0.0008410428931875525,114.0,114.0,114.0,0.0,0.0008144791157620691,0.2957709633574483,371.0333333333309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014842422136326293,5.479783636344147e-05,0.0,1.0,0.580966562911526,2.0
58.0,0.048780487804878044,238.0,4.0,114.51724137931035,60.4880271365563,0.04158586428803305,0.39327787435440925,513.4666666666621,0.0007454764802722712,1.0,2.0,6.0,8.0,2.0,6.0,993.0,29.0,218.0,0.5656382335148216,0.313709555421869,0.0014845319178752633,0.0027242149966484226,935.0,44.0,-1.060935750630654,0.0
2.0,0.001682085786375105,127.0,92.0,109.5,17.5,0.001084222292900088,0.2975594499083626,378.5357142857122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.33540372670807456,0.00017635835612669548,6.893835766869465e-05,1.0,2.0,0.4213872049245379,3.0
7.0,0.0058873002523128675,212.0,48.0,139.42857142857142,47.01628028933061,0.0058327155023917415,0.34613524521872535,441.3499999999957,3.085725537310169e-06,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,0.7142857142857143,0.34919524142757175,0.0002880973437930359,0.0003828715627427312,15.0,7.0,1.2741167283302453,1.0
199.0,0.16736753574432295,238.0,2.0,87.12562814070351,60.40174792374497,0.11220638606310616,0.48641410901412313,652.1833333333338,0.01990226370946823,7.0,11.0,58.0,53.0,19.0,14.0,6555.0,56.0,6911.0,0.3226232170955789,0.23016023182600823,0.005186682172145172,0.007278160091763033,6356.0,64.0,-0.13980170384582163,0.0
3.0,0.0025231286795626574,173.0,30.0,82.0,64.56521251158914,0.0013555525536782034,0.31095667632603763,395.4499999999972,2.2531640053863076e-06,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.09213483146067415,0.00020312755986651482,8.744490993806287e-05,0.0,3.0,0.3265344512427221,3.0
5.0,0.004205214465937763,238.0,13.0,113.8,91.08545438213503,0.0029166324387489653,0.3427200977035087,433.2166666666618,6.21886138752241e-07,3.0,2.0,1.0,1.0,1.0,0.0,12.0,4.0,3.0,0.7,0.17690288713910762,0.00024793670062357823,0.0001898522750662297,7.0,5.0,-0.2895055814371535,0.0
196.0,0.1648444070647603,238.0,3.0,85.32142857142857,61.442554471636356,0.10919617673126988,0.482834610256047,648.2666666666671,0.020146750782473653,8.0,9.0,59.0,8.0,22.0,15.0,6254.0,56.0,5962.0,0.31700680272108844,0.23030199916233754,0.0052061839645373455,0.007089062653805693,6058.0,64.0,-0.8133960270078049,0.0
13.0,0.010933557611438183,199.0,7.0,121.6923076923077,61.20003093938963,0.00901628320106932,0.36138722664819184,458.3833333333283,5.8752404797115196e-05,3.0,0.0,1.0,2.0,4.0,1.0,54.0,8.0,9.0,0.5256410256410257,0.300541140557791,0.0004507865009916632,0.0005922431434995013,41.0,12.0,-0.19949802826467697,0.0
4.0,0.00336417157275021,39.0,3.0,12.5,15.321553446044563,9.626272693972758e-05,0.2578632001498452,322.18333333333163,6.607519924032399e-06,1.0,1.0,1.0,2.0,1.0,2.0,8.0,4.0,2.0,0.6666666666666666,0.04838709677419355,0.000574266918020946,5.605980551154221e-07,4.0,3.0,-1.1233760182447505,1.0
1.0,0.0008410428931875525,165.0,165.0,165.0,0.0,0.0009954066507331233,0.3197112768506472,398.89999999999645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00014978732257931238,6.607953995596709e-05,0.0,1.0,-0.2702170493665585,1.0
1.0,0.0008410428931875525,149.0,149.0,149.0,0.0,0.0005420501047715786,0.2942235816358473,373.76904761904586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001623035202698621,3.321870402079366e-05,0.0,1.0,2.683941329757864,3.0
59.0,0.0496215306980656,238.0,3.0,110.0,68.92589978387623,0.0385955545433765,0.4095053594612659,533.2999999999971,0.0019083433570512348,14.0,7.0,8.0,6.0,0.0,6.0,896.0,28.0,125.0,0.489187609585038,0.2589003895456657,0.00164850562454998,0.002512295435134691,837.0,39.0,-0.8379758936422986,0.0
14.0,0.011774600504625735,196.0,40.0,120.35714285714286,48.89435717202248,0.010338201789913163,0.36083515328026,460.4333333333287,6.8146937077993e-06,1.0,1.0,0.0,0.0,1.0,1.0,76.0,9.0,11.0,0.6813186813186813,0.3317918362313479,0.00044473833152438604,0.0006775752456421491,62.0,14.0,0.41040644819791694,0.0
10.0,0.008410428931875526,212.0,2.0,73.8,77.9728157757561,0.004105663293573918,0.3381086334630092,430.5499999999956,9.599919240711367e-05,0.0,2.0,1.0,1.0,1.0,2.0,29.0,5.0,8.0,0.4222222222222222,0.14240617327253596,0.0004956923503569544,0.00026713633380411885,19.0,7.0,-0.15083679253023655,1.0
5.0,0.004205214465937763,212.0,5.0,96.2,80.22069558411968,0.002640113635301301,0.33239894643577,420.9666666666626,4.148391941517095e-06,2.0,1.0,0.0,1.0,0.0,0.0,14.0,5.0,2.0,0.9,0.17434620174346202,0.00028243386299988397,0.0001734836399252936,9.0,5.0,0.2395697864523032,1.0
17.0,0.014297729184188392,238.0,11.0,128.0,65.97771459765345,0.012445848863961936,0.36138722664819184,463.31666666666183,7.323762334953081e-05,2.0,1.0,0.0,0.0,1.0,1.0,97.0,10.0,17.0,0.5882352941176471,0.2971667861319651,0.000527936306015083,0.0008171725674332686,80.0,16.0,-0.8925222050913025,0.0
3.0,0.0025231286795626574,175.0,53.0,133.66666666666666,57.045790574083746,0.0022553068942562527,0.3186760541517245,407.94999999999726,1.6751921829750886e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.6666666666666666,0.2375,0.00019834944202838062,0.00014754746754308537,2.0,3.0,0.7599627141520074,3.0
5.0,0.004205214465937763,230.0,3.0,62.2,87.46061970967277,0.001188908771468022,0.3395668363100319,425.78333333332927,0.0012135922655937524,2.0,1.0,1.0,4.0,0.0,0.0,11.0,4.0,2.0,0.6,0.04034334763948498,0.0005268850532916268,6.130742951118927e-05,6.0,3.0,0.15678817561651073,0.0
8.0,0.00672834314550042,230.0,11.0,66.875,79.09715149738327,0.0019019976592992817,0.35962650934418117,453.34999999999565,0.015152049954847615,2.0,2.0,0.0,3.0,3.0,1.0,27.0,7.0,3.0,0.6785714285714286,0.07067448680351907,0.0007939830248223425,9.778594829905449e-05,19.0,7.0,0.0662536820952062,1.0
13.0,0.010933557611438183,238.0,5.0,150.69230769230768,57.955400113939895,0.0112283115452937,0.3555127804594494,455.0999999999951,1.934581382318092e-05,1.0,0.0,0.0,0.0,0.0,1.0,68.0,11.0,4.0,0.7051282051282052,0.38238268006899423,0.000432416436254056,0.0007435564211171354,55.0,12.0,1.0205814068135355,0.0
36.0,0.030277544154751892,238.0,8.0,139.27777777777777,57.09573398692912,0.030172169165240327,0.4078085140491336,522.2166666666633,0.0004051346158399682,5.0,0.0,2.0,3.0,3.0,0.0,491.0,25.0,26.0,0.7222222222222222,0.36316803649376694,0.0009451092860488624,0.001973298022163093,455.0,34.0,-1.0018975973480637,0.0
89.0,0.07485281749369217,238.0,5.0,107.49438202247191,62.70711724125095,0.06018056350715834,0.4095053594612659,542.9666666666641,0.0016441360374273271,3.0,12.0,3.0,3.0,16.0,10.0,2003.0,39.0,629.0,0.4887640449438202,0.2901800144210448,0.0022132941137650995,0.00394527305831176,1914.0,54.0,-1.1093613766504105,0.0
68.0,0.05719091673675357,238.0,1.0,107.95588235294117,61.4104881403268,0.04512841809776487,0.4226962980265895,549.4666666666643,0.003351600815246516,2.0,12.0,7.0,4.0,7.0,5.0,1144.0,30.0,244.0,0.4723441615452151,0.2711021096869531,0.0018143528021489926,0.0029370697223494004,1076.0,46.0,-1.2100395077057002,0.0
20.0,0.01682085786375105,238.0,2.0,141.0,58.637019023821466,0.016541379238910615,0.3678023845176864,471.76666666666137,0.0009303706854233994,1.0,2.0,1.0,1.0,0.0,3.0,149.0,13.0,16.0,0.6789473684210526,0.3520443343463493,0.000629377863599764,0.0010854820088078117,129.0,19.0,0.58653159303963,0.0
76.0,0.063919259882254,238.0,3.0,125.28947368421052,53.74839429412451,0.05966115986509738,0.4040415520651013,532.6333333333303,0.0007980249058424513,5.0,0.0,12.0,5.0,15.0,4.0,1916.0,44.0,360.0,0.6456140350877193,0.358480164535759,0.0018509054946104569,0.003932973979476776,1840.0,54.0,-2.1591060362390726,0.0
1.0,0.0008410428931875525,7.0,7.0,7.0,0.0,4.7368342489047855e-05,0.25690960554411374,317.3119047619034,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.00020023084141335316,2.378589488985638e-06,0.0,1.0,0.5271456911745572,3.0
1.0,0.0008410428931875525,171.0,171.0,171.0,0.0,0.000959575185474011,0.32579681563759755,404.2999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00015259227869090467,6.207884707206131e-05,0.0,1.0,0.23331919067397314,3.0
2.0,0.001682085786375105,205.0,192.0,198.5,6.5,0.0021401822886707583,0.33637523688017396,422.71666666666226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.5,0.00017171027977040473,0.0001409543696985728,1.0,2.0,-0.3449513836641287,3.0
13.0,0.010933557611438183,193.0,3.0,69.61538461538461,66.11125641562163,0.0046904425732711835,0.3471526915597563,444.54999999999603,0.00017661057489272436,0.0,0.0,2.0,0.0,2.0,1.0,40.0,5.0,12.0,0.34615384615384615,0.12567381883521828,0.0006175054137679665,0.00029485786631933494,27.0,9.0,-0.7763428813040932,1.0
1.0,0.0008410428931875525,148.0,148.0,148.0,0.0,0.0009256970539257876,0.3204051700179845,398.11666666666287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0001486033953197423,6.003513039902341e-05,0.0,1.0,1.1303636660673686,3.0
2.0,0.001682085786375105,172.0,2.0,87.0,85.0,0.0010511377031719132,0.319624751471256,400.34999999999616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0002596534278312107,6.946210596456219e-05,1.0,2.0,-1.978694098187518,3.0
3.0,0.0025231286795626574,193.0,40.0,140.33333333333334,70.97573920400939,0.002110577074615102,0.3434176960413757,432.51666666666233,3.013372474852727e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.6666666666666666,0.18518518518518517,0.00021175004720334225,0.00013443232567167214,2.0,3.0,1.075434384521684,3.0
43.0,0.03616484440706476,238.0,26.0,137.97674418604652,43.91137394221114,0.03744089015352749,0.38861910387834514,502.2166666666621,3.2151320179388005e-05,3.0,0.0,1.0,2.0,3.0,2.0,801.0,29.0,92.0,0.8394241417497231,0.4234666110860226,0.0010555976765700482,0.002466065671032175,758.0,41.0,2.4866358559704786,0.0
11.0,0.009251471825063078,230.0,9.0,47.36363636363637,62.148316333916036,0.0013183781714928562,0.33513435206761943,423.0166666666631,5.793379076249836e-06,3.0,2.0,4.0,6.0,3.0,5.0,55.0,9.0,5.0,0.8,0.16422764227642275,0.000698972138678501,3.38589760638573e-05,44.0,9.0,-2.3894729931278675,2.0
7.0,0.0058873002523128675,139.0,3.0,27.714285714285715,45.67811068683081,0.0004351661257788948,0.3009718289210731,380.4333333333311,5.6242580305751965e-06,1.0,4.0,2.0,3.0,1.0,1.0,18.0,5.0,4.0,0.5238095238095238,0.07421875,0.0006047757330431981,8.926842555520498e-06,11.0,5.0,0.5005308554580468,1.0
2.0,0.001682085786375105,193.0,39.0,116.0,77.0,0.0008973737151179031,0.31884812545526214,402.24999999999676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.13432835820895522,0.00020584709805344812,5.4645839231413444e-05,1.0,2.0,2.0015195054945796,2.0
105.0,0.08830950378469302,238.0,8.0,100.86666666666666,60.04015587471703,0.06645992097088045,0.4119335391302026,554.399999999998,0.0014443265079256084,8.0,1.0,13.0,11.0,11.0,8.0,2479.0,37.0,1324.0,0.4347985347985348,0.2649908020453362,0.0025166995952536214,0.004345729983590478,2374.0,54.0,0.03512719153640265,0.0
4.0,0.00336417157275021,149.0,29.0,66.25,48.15275173860783,0.000990340191420506,0.2978596359864542,381.78571428571246,0.0,4.0,1.0,0.0,1.0,1.0,0.0,10.0,5.0,1.0,1.0,0.1735159817351598,0.00027211612166798556,5.869244192858104e-05,6.0,4.0,-0.3699596149997266,1.0
1.0,0.0008410428931875525,25.0,25.0,25.0,0.0,0.00017189336655819426,0.2708746460289658,336.6452380952368,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00015917078729393836,1.0243070806474967e-05,0.0,1.0,0.47114608447952405,3.0
6.0,0.005046257359125315,193.0,22.0,90.33333333333333,68.077570135512,0.0025296892389576314,0.3366629009938116,428.9499999999963,1.774280830453619e-05,1.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,4.0,0.4666666666666667,0.13834329632792486,0.0003140182203036914,0.00015927834449678763,7.0,6.0,1.2625563792798604,2.0
25.0,0.021026072329688814,224.0,3.0,117.8,67.4459783827027,0.018085550579046497,0.3624964569325632,467.59999999999485,0.00011318758687797967,0.0,3.0,1.0,6.0,0.0,2.0,205.0,14.0,20.0,0.6,0.31227766379943156,0.0007167207175326629,0.0011887380339386277,180.0,23.0,0.3919436484665891,0.0
159.0,0.13372582001682085,238.0,5.0,100.77358490566037,56.847907483579895,0.10440696872224194,0.43708862201565174,596.3833333333333,0.003890349928697481,24.0,52.0,25.0,35.0,33.0,53.0,5758.0,56.0,6342.0,0.44574476554414455,0.2863212439506692,0.0038054806321173753,0.00682067073612708,5599.0,64.0,-0.7365073801437724,0.0
67.0,0.05634987384356602,238.0,1.0,128.17910447761193,53.258570993528046,0.05248186493576181,0.441170510529059,566.7333333333316,0.004811792586877779,2.0,0.0,2.0,14.0,15.0,1.0,1524.0,43.0,98.0,0.6589778380823157,0.3405311117021404,0.0018441524230304806,0.003433797042391912,1457.0,50.0,0.2926189818691465,0.0
3.0,0.0025231286795626574,92.0,44.0,63.0,20.83266665599966,0.0009315570550584531,0.29658801021755177,376.2023809523788,4.777706346903488e-07,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,0.6666666666666666,0.15,0.00020588933273136655,5.847480630119707e-05,2.0,3.0,0.7717955878689214,3.0
2.0,0.001682085786375105,97.0,4.0,50.5,46.5,0.0007411680599252822,0.30932777807393685,383.3999999999969,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.010416666666666666,0.00022725729263937616,4.7518488177293276e-05,1.0,2.0,0.7787059903782896,3.0
1.0,0.0008410428931875525,146.0,146.0,146.0,0.0,0.0006851317990941664,0.29393067612899226,371.74999999999767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.00015027419571683767,4.54471570731236e-05,0.0,1.0,0.2731430508537202,2.0
1.0,0.0008410428931875525,25.0,25.0,25.0,0.0,8.606876663602792e-06,0.21256541697017475,262.14285714285353,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0003285283066716227,2.0365140482764247e-08,0.0,1.0,-0.2350322173829511,1.0
5.0,0.004205214465937763,146.0,8.0,78.4,46.13285163525012,0.0022410841831738445,0.3076357011425608,393.3833333333306,6.48810499744074e-06,2.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,2.0,0.6,0.19162141194724594,0.00025190722178721614,0.00014379423041280641,6.0,5.0,2.2187847359616275,1.0
14.0,0.011774600504625735,208.0,18.0,134.92857142857142,59.7906637309518,0.010580293086706414,0.3682611339838762,473.3499999999958,4.661202615638929e-05,0.0,0.0,0.0,0.0,0.0,1.0,69.0,8.0,12.0,0.6043956043956044,0.27797967030073206,0.00047927059214758645,0.0006835106714632958,55.0,14.0,-0.408089926108369,2.0
3.0,0.0025231286795626574,96.0,2.0,55.666666666666664,39.51652256405611,0.0011874437711848558,0.29914221293979,376.28333333333063,0.00011359762072753711,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.13494809688581316,0.0002692323203350586,7.615498334675515e-05,0.0,2.0,0.8887455427890544,3.0
165.0,0.13877207737594616,238.0,1.0,95.80606060606061,61.02993770767252,0.10261173295857844,0.4705232895164506,627.4333333333335,0.02043812928536756,22.0,48.0,28.0,31.0,5.0,16.0,5594.0,56.0,5621.0,0.40125646711012564,0.26495546203465886,0.004609894618410594,0.006691858469444953,5429.0,64.0,0.48256226350793824,0.0
5.0,0.004205214465937763,230.0,8.0,62.6,84.4881056717453,0.0008496391225580638,0.3339025888284679,418.93333333332987,2.0227101808262445e-07,3.0,0.0,0.0,1.0,0.0,0.0,14.0,5.0,2.0,0.9,0.09566787003610108,0.00043003563993453163,3.163318219715479e-05,9.0,5.0,0.1878203131037102,2.0
3.0,0.0025231286795626574,212.0,48.0,134.0,67.19126927411527,0.002380625460145447,0.32878993783025917,413.9666666666628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.33783783783783783,0.00019406145413207275,0.00015808412603361165,3.0,3.0,-0.010249366080315655,2.0
8.0,0.00672834314550042,199.0,10.0,94.125,63.82287501358741,0.004666819443705124,0.33859330753620726,428.7166666666621,6.121597886542195e-06,2.0,2.0,1.0,1.0,1.0,2.0,24.0,6.0,4.0,0.5714285714285714,0.24621303197884106,0.00033099736691619445,0.0003042331337531278,16.0,8.0,-0.45616144174225826,1.0
155.0,0.13036164844407064,238.0,1.0,99.49032258064516,61.63276963957022,0.09993804640012119,0.4635060662034109,619.0500000000004,0.01476554185784833,28.0,45.0,31.0,43.0,43.0,17.0,5300.0,56.0,5535.0,0.4310850439882698,0.27798485969419096,0.004206971999579479,0.006533600873588809,5145.0,64.0,0.506807978081809,0.0
21.0,0.017661900756938603,212.0,12.0,126.19047619047619,59.32045262616633,0.015887928070939923,0.3635006022426257,469.68333333332873,0.0001634774286596666,2.0,3.0,0.0,0.0,0.0,0.0,151.0,12.0,18.0,0.6190476190476191,0.32896441362493334,0.0006431145034831302,0.0010427503334324943,130.0,19.0,-0.015837575237797302,1.0
8.0,0.00672834314550042,193.0,6.0,114.5,66.17967966075388,0.0047738255060547395,0.3521208875033664,451.26666666666296,0.000143692236623652,0.0,0.0,0.0,1.0,1.0,2.0,21.0,5.0,6.0,0.4642857142857143,0.18761726078799248,0.00038432350814547947,0.00030771125962280785,13.0,7.0,-0.5848557576258919,3.0
2.0,0.001682085786375105,212.0,2.0,107.0,105.0,0.001091669377672851,0.32597666483198756,409.0499999999962,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0002616641883822438,7.18085825010481e-05,1.0,2.0,-2.457250331744719,1.0
16.0,0.01345668629100084,230.0,3.0,46.4375,61.33205600458866,0.002453326099197582,0.3623852275809423,460.2666666666623,0.0009589827515933407,2.0,2.0,3.0,5.0,3.0,1.0,63.0,7.0,8.0,0.39166666666666666,0.07904980536979739,0.0012157165412458287,0.00010354861178911884,47.0,9.0,1.736002075321477,1.0
2.0,0.001682085786375105,85.0,47.0,66.0,19.0,0.0008758870442981284,0.2896770803743662,365.7952380952361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.23076923076923078,0.00017862494487579675,5.4662548142203996e-05,1.0,2.0,-1.464138296518913,3.0
37.0,0.031118587047939444,238.0,5.0,132.94594594594594,66.53832301396385,0.030140366450759935,0.37350204196277387,487.0166666666621,0.0015967385125997995,3.0,1.0,4.0,1.0,0.0,2.0,494.0,29.0,9.0,0.6861861861861862,0.3726241413150147,0.0010678909846217422,0.001989015979387989,457.0,31.0,0.28766433989811957,0.0
16.0,0.01345668629100084,230.0,1.0,41.375,58.0127949249129,0.0016669871972080016,0.3381086334630092,429.9333333333297,0.0017334735140322607,0.0,0.0,4.0,4.0,6.0,4.0,74.0,7.0,15.0,0.48333333333333334,0.13034238488783945,0.0010656357279032283,4.2032755950431566e-05,58.0,10.0,-0.28946555670230034,1.0
5.0,0.004205214465937763,144.0,2.0,55.8,63.80094043194035,0.0017979826391944646,0.31654072813891476,397.59999999999684,2.836829594499755e-05,0.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,3.0,0.5,0.11958762886597939,0.0003877141618709347,0.00011946458546491225,5.0,3.0,-0.7080931697367262,1.0
15.0,0.012615643397813289,224.0,6.0,108.6,70.53396345024147,0.010257504690982081,0.3504490969395522,448.88333333332884,0.00023416788907475606,0.0,0.0,1.0,5.0,3.0,0.0,80.0,11.0,5.0,0.6190476190476191,0.3017730907405261,0.0005252124241603128,0.0006742609478876409,65.0,12.0,0.7385981786980763,0.0
12.0,0.01009251471825063,230.0,7.0,40.5,67.18692829214127,0.0012136916929249215,0.3375288530112292,427.5999999999964,0.00020412660855999325,4.0,1.0,3.0,1.0,1.0,1.0,43.0,6.0,10.0,0.4696969696969697,0.08303552659239016,0.0008410208795092464,3.8957468753624234e-05,31.0,7.0,-0.4245969314391094,1.0
